household_id,hc_seq_5m,res03_crav6190l_silr_cer
07190100701013,4296681,5
07190100701018,4296681,5
07190100701028,4296681,5
07190100701033,4296681,5
07190100701048,4296681,5
07190100701063,4296681,5
07190100701078,4296681,5
07190100701093,4296681,5
07190100701108,4296681,5
07190100701123,4296681,5
07190100701138,4296681,5
07190102302002,4296679,5
07190102302014,4296679,5
07190102302020,4296679,5
07190102302032,4296679,5
07190102302038,4296679,5
07190102302056,4296679,5
07190102302074,4296679,5
07190102302092,4296679,5
07190102302110,4296679,5
07190102302128,4296679,5
07190102302146,4296679,5
07190102302164,4296679,5
07200101203004,4253497,5
07200101203016,4253497,5
07200101203022,4253497,5
07200101203034,4253497,5
07200101203040,4253497,5
07200101203058,4253497,5
07200101203076,4253497,5
07200101203094,4253497,5
07200101203112,4253497,5
07200101203130,4253497,5
07200101203148,4253497,5
07200101203166,4253497,5
07200203802002,4249181,2
07200203802014,4249181,2
07200203802020,4249181,2
07200203802032,4249181,2
07200203802038,4249181,2
07200203802056,4249181,2
07200203802074,4249181,2
07200203802092,4249181,2
07200203802110,4249181,2
07200203802128,4249181,2
07200203802146,4249181,2
07200203802164,4249181,2
07200500107002,4262138,2
07200500107010,4262138,2
07200500107018,4262138,2
07200500107026,4262138,2
07200500107034,4262138,2
07200500107042,4262138,2
07200500107050,4262138,2
07200500107058,4262138,2
07200500107066,4262138,2
07200500107074,4262138,2
07200500107082,4262138,2
07200500107090,4262138,2
07200500604004,4262140,1
07200500604016,4262140,1
07200500604022,4262140,1
07200500604034,4262140,1
07200500604040,4262140,1
07200500604058,4262140,1
07200500604076,4262140,1
07200500604094,4262140,1
07200500604112,4262140,1
07200500604130,4262140,1
07200500604148,4262140,1
07200500604166,4262140,1
07200800805003,4270776,2
07200800805013,4270776,2
07200800805018,4270776,2
07200800805028,4270776,2
07200800805033,4270776,2
07200800805048,4270776,2
07200800805063,4270776,2
07200800805078,4270776,2
07200800805093,4270776,2
07200800805108,4270776,2
07200800805123,4270776,2
07200800805138,4270776,2
07210103003004,4283736,1
07210103003014,4283736,1
07210103003019,4283736,1
07210103003029,4283736,1
07210103003034,4283736,1
07210103003049,4283736,1
07210103003064,4283736,1
07210103003079,4283736,1
07210103003094,4283736,1
07210103003109,4283736,1
07210103003124,4283736,1
07210103003139,4283736,1
07210106202006,4288057,1
07210106202020,4288057,1
07210106202027,4288057,1
07210106202041,4288057,1
07210106202048,4288057,1
07210106202069,4288057,1
07210106202090,4288057,1
07210106202111,4288057,1
07210106202132,4288057,1
07210106202153,4288057,1
07210106202174,4288057,1
07210106202195,4288057,1
12010100401002,4231847,6
12010100401011,4231847,6
12010100401015,4231847,6
12010100401027,4231847,6
12010100401037,4231847,6
12010100401056,4231847,6
12010100401068,4231847,6
12010100401074,4231847,6
12010100401080,4231847,6
12010100401091,4231847,6
12010100401096,4231847,6
12010100401100,4231847,6
12010200401004,4249134,4
12010200401023,4249134,4
12010200401042,4249134,4
12010200401060,4249134,4
12010200401078,4249134,4
12010200401096,4249134,4
12010200401114,4249134,4
12010200401132,4249134,4
12010200401150,4249134,4
12010200401168,4249134,4
12010200401200,4249134,4
12010200401205,4249134,4
12010200901003,4262094,5
12010200901021,4262094,5
12010200901039,4262094,5
12010200901052,4262094,5
12010200901064,4262094,5
12010200901083,4262094,5
12010200901102,4262094,5
12010200901120,4262094,5
12010200901138,4262094,5
12010200901156,4262094,5
12010200901161,4262094,5
12010200901177,4262094,5
12010300103001,4270731,6
12010300103016,4270731,6
12010300103035,4270731,6
12010300103046,4270731,6
12010300103052,4270731,6
12010300103056,4270731,6
12010300103061,4270731,6
12010300103083,4270731,6
12010300103102,4270731,6
12010300103120,4270731,6
12010300103135,4270731,6
12010300103141,4270731,6
12020101701001,4236167,5
12020101701002,4236167,5
12020101701013,4236167,5
12020101701019,4236167,5
12020101701025,4236167,5
12020101701031,4236167,5
12020101701037,4236167,5
12020101701043,4236167,5
12020101701050,4236167,5
12020101701053,4236167,5
12020101701054,4236167,5
12020101701060,4236167,5
12020300401003,4231841,5
12020300401011,4231841,5
12020300401015,4231841,5
12020300401023,4231841,5
12020300401027,4231841,5
12020300401039,4231841,5
12020300401051,4231841,5
12020300401063,4231841,5
12020300401075,4231841,5
12020300401087,4231841,5
12020300401099,4231841,5
12020300401111,4231841,5
12030100107003,4288023,4
12030100107021,4288023,4
12030100107039,4288023,4
12030100107058,4288023,4
12030100107077,4288023,4
12030100107096,4288023,4
12030100107120,4288023,4
12030100107138,4288023,4
12030100107143,4288023,4
12030100107171,4288023,4
12030100107176,4288023,4
12030100107200,4288023,4
12030100704009,4292343,4
12030100704017,4292343,4
12030100704030,4292343,4
12030100704038,4292343,4
12030100704054,4292343,4
12030100704062,4292343,4
12030100704079,4292343,4
12030100704088,4292343,4
12030100704090,4292343,4
12030100704111,4292343,4
12030100704122,4292343,4
12030100704130,4292343,4
12030201002007,4288023,4
12030201002019,4288023,4
12030201002026,4288023,4
12030201002033,4288023,4
12030201002046,4288023,4
12030201002058,4288023,4
12030201002070,4288023,4
12030201002083,4288023,4
12030201002095,4288023,4
12030201002107,4288023,4
12030201002108,4288023,4
12030201002120,4288023,4
12030240301002,4288022,3
12030240301022,4288022,3
12030240301042,4288022,3
12030240301067,4288022,3
12030240301089,4288022,3
12030240301110,4288022,3
12030240301132,4288022,3
12030240301139,4288022,3
12030240301162,4288022,3
12030240301181,4288022,3
12030240301200,4288022,3
12030240301252,4288022,3
12040101602002,4240490,5
12040101602016,4240490,5
12040101602023,4240490,5
12040101602037,4240490,5
12040101602044,4240490,5
12040101602065,4240490,5
12040101602086,4240490,5
12040101602107,4240490,5
12040101602128,4240490,5
12040101602149,4240490,5
12040101602170,4240490,5
12040101602191,4240490,5
13010100102004,4180105,3
13010100102022,4180105,3
13010100102040,4180105,3
13010100102049,4180105,3
13010100102059,4180105,3
13010100102066,4180105,3
13010100102078,4180105,3
13010100102096,4180105,3
13010100102114,4180105,3
13010100102132,4180105,3
13010100102150,4180105,3
13010100102168,4180105,3
13010100303004,4180105,3
13010100303032,4180105,3
13010100303056,4180105,3
13010100303080,4180105,3
13010100303104,4180105,3
13010100303128,4180105,3
13010100303156,4180105,3
13010100303177,4180105,3
13010100303202,4180105,3
13010100303251,4180105,3
13010100303277,4180105,3
13010100303291,4180105,3
13010100405002,4180105,3
13010100405020,4180105,3
13010100405038,4180105,3
13010100405056,4180105,3
13010100405074,4180105,3
13010100405092,4180105,3
13010100405101,4180105,3
13010100405111,4180105,3
13010100405129,4180105,3
13010100405147,4180105,3
13010100405165,4180105,3
13010100405193,4180105,3
13010100601003,4180105,3
13010100601021,4180105,3
13010100601031,4180105,3
13010100601040,4180105,3
13010100601058,4180105,3
13010100601068,4180105,3
13010100601078,4180105,3
13010100601098,4180105,3
13010100601115,4180105,3
13010100601133,4180105,3
13010100601151,4180105,3
13010100601169,4180105,3
13010100704006,4180106,5
13010100704025,4180106,5
13010100704044,4180106,5
13010100704052,4180106,5
13010100704065,4180106,5
13010100704072,4180106,5
13010100704091,4180106,5
13010100704109,4180106,5
13010100704127,4180106,5
13010100704145,4180106,5
13010100704163,4180106,5
13010100704181,4180106,5
13010100905002,4184426,5
13010100905009,4184426,5
13010100905018,4184426,5
13010100905033,4184426,5
13010100905034,4184426,5
13010100905049,4184426,5
13010100905064,4184426,5
13010100905079,4184426,5
13010100905094,4184426,5
13010100905109,4184426,5
13010100905124,4184426,5
13010100905139,4184426,5
13010101103002,4184426,5
13010101103012,4184426,5
13010101103017,4184426,5
13010101103031,4184426,5
13010101103033,4184426,5
13010101103048,4184426,5
13010101103063,4184426,5
13010101103078,4184426,5
13010101103093,4184426,5
13010101103108,4184426,5
13010101103123,4184426,5
13010101103138,4184426,5
13010101304004,4184425,3
13010101304010,4184425,3
13010101304017,4184425,3
13010101304023,4184425,3
13010101304041,4184425,3
13010101304059,4184425,3
13010101304077,4184425,3
13010101304095,4184425,3
13010101304113,4184425,3
13010101304131,4184425,3
13010101304149,4184425,3
13010101304167,4184425,3
13010101405003,4184425,3
13010101405008,4184425,3
13010101405022,4184425,3
13010101405040,4184425,3
13010101405058,4184425,3
13010101405076,4184425,3
13010101405094,4184425,3
13010101405112,4184425,3
13010101405130,4184425,3
13010101405144,4184425,3
13010101405149,4184425,3
13010101405167,4184425,3
13010101603002,4184426,5
13010101603007,4184426,5
13010101603024,4184426,5
13010101603045,4184426,5
13010101603066,4184426,5
13010101603087,4184426,5
13010101603108,4184426,5
13010101603129,4184426,5
13010101603150,4184426,5
13010101603171,4184426,5
13010101603190,4184426,5
13010101603193,4184426,5
15010200404003,4171460,6
15010200404018,4171460,6
15010200404033,4171460,6
15010200404048,4171460,6
15010200404063,4171460,6
15010200404071,4171460,6
15010200404079,4171460,6
15010200404094,4171460,6
15010200404109,4171460,6
15010200404124,4171460,6
15010200404139,4171460,6
15010200404157,4171460,6
15010200704002,4175780,6
15010200704014,4175780,6
15010200704020,4175780,6
15010200704028,4175780,6
15010200704038,4175780,6
15010200704056,4175780,6
15010200704074,4175780,6
15010200704092,4175780,6
15010200704110,4175780,6
15010200704128,4175780,6
15010200704146,4175780,6
15010200704164,4175780,6
15010201002004,4171461,5
15010201002012,4171461,5
15010201002016,4171461,5
15010201002024,4171461,5
15010201002028,4171461,5
15010201002040,4171461,5
15010201002052,4171461,5
15010201002064,4171461,5
15010201002076,4171461,5
15010201002088,4171461,5
15010201002100,4171461,5
15010201002112,4171461,5
15010201201003,4171462,5
15010201201015,4171462,5
15010201201021,4171462,5
15010201201039,4171462,5
15010201201057,4171462,5
15010201201075,4171462,5
15010201201093,4171462,5
15010201201110,4171462,5
15010201201112,4171462,5
15010201201130,4171462,5
15010201201148,4171462,5
15010201201166,4171462,5
15010201401004,4171463,5
15010201401014,4171463,5
15010201401019,4171463,5
15010201401029,4171463,5
15010201401034,4171463,5
15010201401049,4171463,5
15010201401064,4171463,5
15010201401079,4171463,5
15010201401094,4171463,5
15010201401109,4171463,5
15010201401124,4171463,5
15010201401139,4171463,5
15010201605004,4171464,5
15010201605019,4171464,5
15010201605034,4171464,5
15010201605049,4171464,5
15010201605052,4171464,5
15010201605065,4171464,5
15010201605081,4171464,5
15010201605096,4171464,5
15010201605107,4171464,5
15010201605117,4171464,5
15010201605132,4171464,5
15010201605147,4171464,5
15010201805001,4171463,5
15010201805011,4171463,5
15010201805016,4171463,5
15010201805026,4171463,5
15010201805031,4171463,5
15010201805046,4171463,5
15010201805061,4171463,5
15010201805076,4171463,5
15010201805091,4171463,5
15010201805106,4171463,5
15010201805121,4171463,5
15010201805136,4171463,5
15010202404004,4167144,6
15010202404012,4167144,6
15010202404016,4167144,6
15010202404024,4167144,6
15010202404028,4167144,6
15010202404040,4167144,6
15010202404052,4167144,6
15010202404064,4167144,6
15010202404076,4167144,6
15010202404088,4167144,6
15010202404100,4167144,6
15010202404112,4167144,6
15010202801004,4167145,6
15010202801019,4167145,6
15010202801034,4167145,6
15010202801049,4167145,6
15010202801064,4167145,6
15010202801065,4167145,6
15010202801070,4167145,6
15010202801082,4167145,6
15010202801097,4167145,6
15010202801112,4167145,6
15010202801127,4167145,6
15010202801142,4167145,6
15010203102003,4158507,6
15010203102012,4158507,6
15010203102022,4158507,6
15010203102032,4158507,6
15010203102044,4158507,6
15010203102056,4158507,6
15010203102067,4158507,6
15010203102072,4158507,6
15010203102087,4158507,6
15010203102099,4158507,6
15010203102109,4158507,6
15010203102121,4158507,6
